payment_id,customer_id,order_id,amount,created_at,status,method,email,phone,notes
pay_100245,cust_00049,order_200245,15000.52,1787694471,captured,upi,buyer_49@example.com,+919876000049,Merchant Order #200245
pay_100440,cust_00088,order_200420,15000.0,1787753300,captured,card,buyer_88@example.com,+919876000088,User retry second attempt - Network Timeout Retry
pay_100287,cust_00071,order_200287,499.76,1787528465,failed,upi,buyer_71@example.com,+919876000071,Merchant Order #200287
pay_100060,cust_00053,order_200060,999.26,1787506832,captured,card,buyer_53@example.com,+919876000053,Merchant Order #200060
pay_100112,cust_00043,order_200112,2499.7,1787474035,captured,netbanking,buyer_43@example.com,+919876000043,Merchant Order #200112
pay_100090,cust_00044,order_200090,4999.72,1787738815,refunded,wallet,buyer_44@example.com,+919876000044,Merchant Order #200090
pay_100437,cust_00047,order_200419,299.0,1787597416,captured,upi,buyer_47@example.com,+919876000047,Network timeout first attempt - Network Timeout Retry
pay_100007,cust_00006,order_200007,9999.53,1787375615,captured,wallet,buyer_6@example.com,+919876000006,Merchant Order #200007
pay_100361,cust_00087,order_200361,199.24,1787515352,captured,card,buyer_87@example.com,+919876000087,Merchant Order #200361
pay_100347,cust_00008,order_200347,15000.89,1787588981,captured,upi,buyer_8@example.com,+919876000008,Merchant Order #200347
pay_100339,cust_00012,order_200339,4999.66,1787765661,captured,upi,buyer_12@example.com,+919876000012,Merchant Order #200339
pay_100159,cust_00073,order_200159,499.17,1787604874,captured,card,buyer_73@example.com,+919876000073,Merchant Order #200159
pay_100151,cust_00065,order_200151,2499.86,1787384649,failed,wallet,buyer_65@example.com,+919876000065,Merchant Order #200151
pay_100178,cust_00039,order_200178,9999.11,1787724870,captured,upi,buyer_39@example.com,+919876000039,Merchant Order #200178
pay_100394,cust_00089,order_200394,9999.27,1787637247,captured,card,buyer_89@example.com,+919876000089,Merchant Order #200394
pay_100185,cust_00027,order_200185,299.82,1787594891,captured,upi,buyer_27@example.com,+919876000027,Merchant Order #200185
pay_100450,cust_00062,order_200425,4999.0,1787572538,captured,upi,buyer_62@example.com,+919876000062,UPI retry capture - Failed UPI Retry
pay_100011,cust_00088,order_200011,299.6,1787572322,captured,upi,buyer_88@example.com,+919876000088,Merchant Order #200011
pay_100381,cust_00063,order_200381,9999.17,1787414696,captured,netbanking,buyer_63@example.com,+919876000063,Merchant Order #200381
pay_100104,cust_00084,order_200104,1499.61,1787542399,captured,wallet,buyer_84@example.com,+919876000084,Merchant Order #200104
pay_100082,cust_00061,order_200082,9999.26,1787704394,captured,upi,buyer_61@example.com,+919876000061,Merchant Order #200082
pay_100039,cust_00028,order_200039,4999.89,1787505290,refunded,upi,buyer_28@example.com,+919876000028,Merchant Order #200039
pay_100315,cust_00100,order_200315,999.71,1787415235,captured,wallet,buyer_100@example.com,+919876000100,Merchant Order #200315
pay_100168,cust_00033,order_200168,499.62,1787475032,captured,card,buyer_33@example.com,+919876000033,Merchant Order #200168
pay_100470,cust_00015,order_200440,499.0,1787476329,captured,netbanking,buyer_15@example.com,+919876000015,Tab 2 Checkout - Multiple Browser Tabs Checkout
pay_100297,cust_00092,order_200297,2499.73,1787762935,captured,netbanking,buyer_92@example.com,+919876000092,Merchant Order #200297
pay_100475,cust_00091,order_200445,299.0,1787708419,captured,card,buyer_91@example.com,+919876000091,Tab 1 Checkout - Multiple Browser Tabs Checkout
pay_100199,cust_00061,order_200199,299.09,1787381849,captured,card,buyer_61@example.com,+919876000061,Merchant Order #200199
pay_100298,cust_00048,order_200298,15000.56,1787446004,captured,netbanking,buyer_48@example.com,+919876000048,Merchant Order #200298
pay_100417,cust_00050,order_200409,199.0,1787520339,captured,netbanking,buyer_50@example.com,+919876000050,Checkout click A - Double-Click Issue
pay_100147,cust_00076,order_200147,9999.86,1787574240,captured,wallet,buyer_76@example.com,+919876000076,Merchant Order #200147
pay_100393,cust_00043,order_200393,299.89,1787440833,failed,card,buyer_43@example.com,+919876000043,Merchant Order #200393
pay_100148,cust_00071,order_200148,15000.37,1787717241,refunded,netbanking,buyer_71@example.com,+919876000071,Merchant Order #200148
pay_100448,cust_00049,order_200424,299.0,1787535676,captured,upi,buyer_49@example.com,+919876000049,UPI retry capture - Failed UPI Retry
pay_100288,cust_00008,order_200288,299.51,1787412705,captured,netbanking,buyer_8@example.com,+919876000008,Merchant Order #200288
pay_100124,cust_00023,order_200124,15000.07,1787518053,captured,card,buyer_23@example.com,+919876000023,Merchant Order #200124
pay_100369,cust_00072,order_200369,15000.13,1787451732,captured,upi,buyer_72@example.com,+919876000072,Merchant Order #200369
pay_100097,cust_00090,order_200097,1499.76,1787603319,refunded,upi,buyer_90@example.com,+919876000090,Merchant Order #200097
pay_100144,cust_00062,order_200144,9999.24,1787507283,failed,upi,buyer_62@example.com,+919876000062,Merchant Order #200144
pay_100240,cust_00099,order_200240,15000.83,1787627527,failed,card,buyer_99@example.com,+919876000099,Merchant Order #200240
pay_100443,cust_00053,order_200422,9999.0,1787401699,captured,upi,buyer_53@example.com,+919876000053,UPI transaction - Failed UPI Retry
pay_100098,cust_00092,order_200098,299.77,1787758333,captured,upi,buyer_92@example.com,+919876000092,Merchant Order #200098
pay_100408,cust_00095,order_200404,4999.0,1787497397,captured,netbanking,buyer_95@example.com,+919876000095,Checkout click B - Double-Click Issue
pay_100123,cust_00098,order_200123,999.62,1787626878,captured,netbanking,buyer_98@example.com,+919876000098,Merchant Order #200123
pay_100184,cust_00003,order_200184,199.78,1787768744,captured,upi,buyer_3@example.com,+919876000003,Merchant Order #200184
pay_100203,cust_00014,order_200203,2499.84,1787391204,captured,netbanking,buyer_14@example.com,+919876000014,Merchant Order #200203
pay_100247,cust_00014,order_200247,15000.84,1787377808,captured,netbanking,buyer_14@example.com,+919876000014,Merchant Order #200247
pay_100306,cust_00072,order_200306,999.36,1787373339,captured,netbanking,buyer_72@example.com,+919876000072,Merchant Order #200306
pay_100299,cust_00058,order_200299,999.14,1787466945,captured,card,buyer_58@example.com,+919876000058,Merchant Order #200299
pay_100352,cust_00070,order_200352,199.93,1787767585,captured,card,buyer_70@example.com,+919876000070,Merchant Order #200352
pay_100387,cust_00065,order_200387,4999.8,1787387805,captured,upi,buyer_65@example.com,+919876000065,Merchant Order #200387
pay_100396,cust_00019,order_200396,4999.92,1787411752,captured,netbanking,buyer_19@example.com,+919876000019,Merchant Order #200396
pay_100285,cust_00092,order_200285,9999.52,1787697256,captured,wallet,buyer_92@example.com,+919876000092,Merchant Order #200285
pay_100126,cust_00059,order_200126,299.68,1787681915,captured,netbanking,buyer_59@example.com,+919876000059,Merchant Order #200126
pay_100303,cust_00031,order_200303,999.58,1787363407,captured,card,buyer_31@example.com,+919876000031,Merchant Order #200303
pay_100224,cust_00075,order_200224,9999.67,1787714928,captured,netbanking,buyer_75@example.com,+919876000075,Merchant Order #200224
pay_100419,cust_00093,order_200410,15000.0,1787588660,captured,upi,buyer_93@example.com,+919876000093,Checkout click A - Double-Click Issue
pay_100220,cust_00011,order_200220,4999.86,1787437293,captured,netbanking,buyer_11@example.com,+919876000011,Merchant Order #200220
pay_100130,cust_00065,order_200130,15000.49,1787599925,failed,card,buyer_65@example.com,+919876000065,Merchant Order #200130
pay_100421,cust_00088,order_200411,4999.0,1787401552,failed,upi,buyer_88@example.com,+919876000088,Network timeout first attempt - Network Timeout Retry
pay_100290,cust_00082,order_200290,15000.27,1787607007,captured,netbanking,buyer_82@example.com,+919876000082,Merchant Order #200290
pay_100445,cust_00031,order_200423,1499.0,1787626116,captured,upi,buyer_31@example.com,+919876000031,UPI transaction - Failed UPI Retry
pay_100377,cust_00027,order_200377,2499.31,1787584584,captured,card,buyer_27@example.com,+919876000027,Merchant Order #200377
pay_100292,cust_00078,order_200292,2499.83,1787698076,captured,card,buyer_78@example.com,+919876000078,Merchant Order #200292
pay_100356,cust_00023,order_200356,15000.39,1787656008,captured,upi,buyer_23@example.com,+919876000023,Merchant Order #200356
pay_100295,cust_00088,order_200295,4999.29,1787639055,captured,card,buyer_88@example.com,+919876000088,Merchant Order #200295
pay_100397,cust_00050,order_200397,15000.33,1787683069,captured,upi,buyer_50@example.com,+919876000050,Merchant Order #200397
pay_100341,cust_00043,order_200341,1499.58,1787454564,captured,card,buyer_43@example.com,+919876000043,Merchant Order #200341
pay_100113,cust_00093,order_200113,999.31,1787424319,captured,upi,buyer_93@example.com,+919876000093,Merchant Order #200113
pay_100180,cust_00054,order_200180,299.83,1787747244,captured,wallet,buyer_54@example.com,+919876000054,Merchant Order #200180
pay_100308,cust_00048,order_200308,2499.55,1787667718,captured,netbanking,buyer_48@example.com,+919876000048,Merchant Order #200308
pay_100433,cust_00062,order_200417,2499.0,1787758270,failed,upi,buyer_62@example.com,+919876000062,Network timeout first attempt - Network Timeout Retry
pay_100488,cust_00091,order_200458,299.0,1787687003,captured,card,buyer_91@example.com,+919876000091,Gateway Success Attempt B - Gateway Retry with Different IDs
pay_100482,cust_00052,order_200452,499.0,1787618297,captured,upi,buyer_52@example.com,+919876000052,Gateway Success Attempt B - Gateway Retry with Different IDs
pay_100423,cust_00064,order_200412,499.0,1787413807,failed,card,buyer_64@example.com,+919876000064,Network timeout first attempt - Network Timeout Retry
pay_100234,cust_00087,order_200234,4999.28,1787485586,captured,upi,buyer_87@example.com,+919876000087,Merchant Order #200234
pay_100312,cust_00066,order_200312,15000.48,1787546727,captured,netbanking,buyer_66@example.com,+919876000066,Merchant Order #200312
pay_100165,cust_00038,order_200165,199.97,1787460149,captured,wallet,buyer_38@example.com,+919876000038,Merchant Order #200165
pay_100137,cust_00059,order_200137,299.31,1787391652,captured,netbanking,buyer_59@example.com,+919876000059,Merchant Order #200137
pay_100198,cust_00055,order_200198,2499.66,1787753525,captured,netbanking,buyer_55@example.com,+919876000055,Merchant Order #200198
pay_100259,cust_00082,order_200259,4999.97,1787664414,captured,netbanking,buyer_82@example.com,+919876000082,Merchant Order #200259
pay_100233,cust_00087,order_200233,199.78,1787370047,captured,netbanking,buyer_87@example.com,+919876000087,Merchant Order #200233
pay_100116,cust_00071,order_200116,1499.69,1787617133,captured,upi,buyer_71@example.com,+919876000071,Merchant Order #200116
pay_100121,cust_00077,order_200121,999.77,1787536196,captured,wallet,buyer_77@example.com,+919876000077,Merchant Order #200121
pay_100350,cust_00073,order_200350,199.55,1787654030,captured,netbanking,buyer_73@example.com,+919876000073,Merchant Order #200350
pay_100225,cust_00020,order_200225,9999.07,1787614332,captured,wallet,buyer_20@example.com,+919876000020,Merchant Order #200225
pay_100403,cust_00011,order_200402,1499.0,1787649636,captured,upi,buyer_11@example.com,+919876000011,Checkout click A - Double-Click Issue
pay_100398,cust_00011,order_200398,15000.74,1787364770,captured,netbanking,buyer_11@example.com,+919876000011,Merchant Order #200398
pay_100128,cust_00019,order_200128,299.06,1787598633,captured,netbanking,buyer_19@example.com,+919876000019,Merchant Order #200128
pay_100286,cust_00041,order_200286,299.45,1787397014,captured,netbanking,buyer_41@example.com,+919876000041,Merchant Order #200286
pay_100412,cust_00014,order_200406,499.0,1787422529,captured,card,buyer_14@example.com,+919876000014,Checkout click B - Double-Click Issue
pay_100108,cust_00077,order_200108,1499.55,1787378558,captured,upi,buyer_77@example.com,+919876000077,Merchant Order #200108
pay_100371,cust_00007,order_200371,1499.37,1787718978,captured,card,buyer_7@example.com,+919876000007,Merchant Order #200371
pay_100326,cust_00057,order_200326,1499.74,1787428867,captured,upi,buyer_57@example.com,+919876000057,Merchant Order #200326
pay_100134,cust_00075,order_200134,4999.63,1787760205,captured,wallet,buyer_75@example.com,+919876000075,Merchant Order #200134
pay_100453,cust_00090,order_200427,15000.0,1787598104,captured,upi,buyer_90@example.com,+919876000090,UPI transaction - Failed UPI Retry
pay_100045,cust_00092,order_200045,2499.24,1787398113,captured,wallet,buyer_92@example.com,+919876000092,Merchant Order #200045
pay_100461,cust_00056,order_200431,299.0,1787384172,captured,card,buyer_56@example.com,+919876000056,Tab 1 Checkout - Multiple Browser Tabs Checkout
pay_100066,cust_00056,order_200066,15000.11,1787451614,captured,upi,buyer_56@example.com,+919876000056,Merchant Order #200066
pay_100284,cust_00060,order_200284,15000.13,1787369977,captured,card,buyer_60@example.com,+919876000060,Merchant Order #200284
pay_100086,cust_00053,order_200086,2499.54,1787368472,captured,wallet,buyer_53@example.com,+919876000053,Merchant Order #200086
pay_100243,cust_00031,order_200243,9999.6,1787442663,captured,wallet,buyer_31@example.com,+919876000031,Merchant Order #200243
pay_100187,cust_00017,order_200187,15000.25,1787389062,failed,upi,buyer_17@example.com,+919876000017,Merchant Order #200187
pay_100384,cust_00009,order_200384,499.01,1787502796,captured,wallet,buyer_9@example.com,+919876000009,Merchant Order #200384
pay_100160,cust_00088,order_200160,999.49,1787441879,captured,upi,buyer_88@example.com,+919876000088,Merchant Order #200160
pay_100013,cust_00100,order_200013,199.23,1787689353,captured,card,buyer_100@example.com,+919876000100,Merchant Order #200013
pay_100036,cust_00025,order_200036,999.53,1787523826,captured,upi,buyer_25@example.com,+919876000025,Merchant Order #200036
pay_100029,cust_00057,order_200029,15000.45,1787438643,captured,upi,buyer_57@example.com,+919876000057,Merchant Order #200029
pay_100171,cust_00022,order_200171,1499.9,1787759483,captured,wallet,buyer_22@example.com,+919876000022,Merchant Order #200171
pay_100143,cust_00020,order_200143,9999.92,1787561406,captured,netbanking,buyer_20@example.com,+919876000020,Merchant Order #200143
pay_100399,cust_00010,order_200399,2499.6,1787760147,captured,wallet,buyer_10@example.com,+919876000010,Merchant Order #200399
pay_100343,cust_00065,order_200343,1499.68,1787500352,captured,netbanking,buyer_65@example.com,+919876000065,Merchant Order #200343
pay_100222,cust_00094,order_200222,499.23,1787452152,captured,upi,buyer_94@example.com,+919876000094,Merchant Order #200222
pay_100096,cust_00020,order_200096,999.12,1787585208,captured,card,buyer_20@example.com,+919876000020,Merchant Order #200096
pay_100052,cust_00027,order_200052,1499.5,1787732679,captured,netbanking,buyer_27@example.com,+919876000027,Merchant Order #200052
pay_100241,cust_00080,order_200241,499.59,1787411664,captured,upi,buyer_80@example.com,+919876000080,Merchant Order #200241
pay_100485,cust_00050,order_200455,199.0,1787430472,failed,upi,buyer_50@example.com,+919876000050,Gateway Error Attempt A - Gateway Retry with Different IDs
pay_100379,cust_00030,order_200379,4999.56,1787557272,captured,upi,buyer_30@example.com,+919876000030,Merchant Order #200379
pay_100179,cust_00059,order_200179,2499.66,1787595305,captured,wallet,buyer_59@example.com,+919876000059,Merchant Order #200179
pay_100042,cust_00065,order_200042,15000.16,1787709353,captured,card,buyer_65@example.com,+919876000065,Merchant Order #200042
pay_100499,cust_00015,order_200469,499.0,1787641138,failed,netbanking,buyer_15@example.com,+919876000015,Gateway Error Attempt A - Gateway Retry with Different IDs
pay_100422,cust_00088,order_200411,4999.0,1787401576,captured,upi,buyer_88@example.com,+919876000088,User retry second attempt - Network Timeout Retry
pay_100207,cust_00019,order_200207,199.09,1787504089,captured,upi,buyer_19@example.com,+919876000019,Merchant Order #200207
pay_100283,cust_00018,order_200283,999.78,1787497481,captured,card,buyer_18@example.com,+919876000018,Merchant Order #200283
pay_100255,cust_00031,order_200255,4999.63,1787368706,captured,wallet,buyer_31@example.com,+919876000031,Merchant Order #200255
pay_100413,cust_00072,order_200407,15000.0,1787386196,captured,wallet,buyer_72@example.com,+919876000072,Checkout click A - Double-Click Issue
pay_100005,cust_00021,order_200005,4999.34,1787434589,captured,upi,buyer_21@example.com,+919876000021,Merchant Order #200005
pay_100257,cust_00001,order_200257,2499.24,1787422493,captured,wallet,buyer_1@example.com,+919876000001,Merchant Order #200257
pay_100449,cust_00062,order_200425,4999.0,1787572420,captured,upi,buyer_62@example.com,+919876000062,UPI transaction - Failed UPI Retry
pay_100101,cust_00016,order_200101,199.34,1787627351,captured,wallet,buyer_16@example.com,+919876000016,Merchant Order #200101
pay_100227,cust_00008,order_200227,2499.82,1787620069,refunded,card,buyer_8@example.com,+919876000008,Merchant Order #200227
pay_100430,cust_00051,order_200415,2499.0,1787688960,captured,wallet,buyer_51@example.com,+919876000051,User retry second attempt - Network Timeout Retry
pay_100214,cust_00038,order_200214,2499.12,1787664284,captured,wallet,buyer_38@example.com,+919876000038,Merchant Order #200214
pay_100172,cust_00044,order_200172,299.46,1787402381,refunded,card,buyer_44@example.com,+919876000044,Merchant Order #200172
pay_100099,cust_00004,order_200099,1499.57,1787512928,captured,wallet,buyer_4@example.com,+919876000004,Merchant Order #200099
pay_100293,cust_00006,order_200293,1499.64,1787608596,captured,wallet,buyer_6@example.com,+919876000006,Merchant Order #200293
pay_100216,cust_00006,order_200216,4999.02,1787714005,captured,card,buyer_6@example.com,+919876000006,Merchant Order #200216
pay_100062,cust_00030,order_200062,999.02,1787513711,captured,upi,buyer_30@example.com,+919876000030,Merchant Order #200062
pay_100048,cust_00045,order_200048,299.87,1787464688,captured,netbanking,buyer_45@example.com,+919876000045,Merchant Order #200048
pay_100033,cust_00074,order_200033,9999.24,1787690412,captured,wallet,buyer_74@example.com,+919876000074,Merchant Order #200033
pay_100268,cust_00067,order_200268,1499.79,1787375670,captured,wallet,buyer_67@example.com,+919876000067,Merchant Order #200268
pay_100328,cust_00068,order_200328,999.63,1787384859,captured,card,buyer_68@example.com,+919876000068,Merchant Order #200328
pay_100201,cust_00043,order_200201,299.41,1787716589,captured,wallet,buyer_43@example.com,+919876000043,Merchant Order #200201
pay_100447,cust_00049,order_200424,299.0,1787535570,captured,upi,buyer_49@example.com,+919876000049,UPI transaction - Failed UPI Retry
pay_100028,cust_00097,order_200028,999.71,1787771478,captured,wallet,buyer_97@example.com,+919876000097,Merchant Order #200028
pay_100425,cust_00039,order_200413,9999.0,1787497579,failed,card,buyer_39@example.com,+919876000039,Network timeout first attempt - Network Timeout Retry
pay_100231,cust_00083,order_200231,499.04,1787769679,captured,wallet,buyer_83@example.com,+919876000083,Merchant Order #200231
pay_100261,cust_00043,order_200261,499.04,1787693009,captured,netbanking,buyer_43@example.com,+919876000043,Merchant Order #200261
pay_100289,cust_00091,order_200289,999.34,1787707017,captured,netbanking,buyer_91@example.com,+919876000091,Merchant Order #200289
pay_100163,cust_00055,order_200163,1499.45,1787427635,captured,netbanking,buyer_55@example.com,+919876000055,Merchant Order #200163
pay_100426,cust_00039,order_200413,9999.0,1787497601,captured,card,buyer_39@example.com,+919876000039,User retry second attempt - Network Timeout Retry
pay_100139,cust_00047,order_200139,9999.62,1787429511,captured,card,buyer_47@example.com,+919876000047,Merchant Order #200139
pay_100063,cust_00009,order_200063,1499.35,1787635125,captured,wallet,buyer_9@example.com,+919876000009,Merchant Order #200063
pay_100136,cust_00089,order_200136,9999.29,1787693034,captured,wallet,buyer_89@example.com,+919876000089,Merchant Order #200136
pay_100129,cust_00037,order_200129,9999.12,1787643858,failed,netbanking,buyer_37@example.com,+919876000037,Merchant Order #200129
pay_100477,cust_00087,order_200447,499.0,1787564483,captured,upi,buyer_87@example.com,+919876000087,Tab 1 Checkout - Multiple Browser Tabs Checkout
pay_100009,cust_00038,order_200009,299.85,1787505788,captured,card,buyer_38@example.com,+919876000038,Merchant Order #200009
pay_100327,cust_00072,order_200327,1499.14,1787446315,captured,upi,buyer_72@example.com,+919876000072,Merchant Order #200327
pay_100464,cust_00066,order_200434,15000.0,1787534167,captured,upi,buyer_66@example.com,+919876000066,Tab 2 Checkout - Multiple Browser Tabs Checkout
pay_100065,cust_00034,order_200065,199.11,1787490910,captured,wallet,buyer_34@example.com,+919876000034,Merchant Order #200065
pay_100301,cust_00093,order_200301,2499.19,1787556824,captured,upi,buyer_93@example.com,+919876000093,Merchant Order #200301
pay_100015,cust_00083,order_200015,9999.14,1787448117,captured,upi,buyer_83@example.com,+919876000083,Merchant Order #200015
pay_100157,cust_00091,order_200157,299.44,1787731853,captured,netbanking,buyer_91@example.com,+919876000091,Merchant Order #200157
pay_100041,cust_00008,order_200041,15000.06,1787366269,captured,netbanking,buyer_8@example.com,+919876000008,Merchant Order #200041
pay_100380,cust_00088,order_200380,2499.25,1787759105,captured,wallet,buyer_88@example.com,+919876000088,Merchant Order #200380
pay_100469,cust_00015,order_200439,499.0,1787476310,captured,netbanking,buyer_15@example.com,+919876000015,Tab 1 Checkout - Multiple Browser Tabs Checkout
pay_100404,cust_00011,order_200402,1499.0,1787649637,captured,upi,buyer_11@example.com,+919876000011,Checkout click B - Double-Click Issue
pay_100217,cust_00074,order_200217,4999.7,1787466644,captured,wallet,buyer_74@example.com,+919876000074,Merchant Order #200217
pay_100280,cust_00010,order_200280,9999.17,1787772391,captured,wallet,buyer_10@example.com,+919876000010,Merchant Order #200280
pay_100435,cust_00095,order_200418,9999.0,1787482356,failed,upi,buyer_95@example.com,+919876000095,Network timeout first attempt - Network Timeout Retry
pay_100431,cust_00043,order_200416,4999.0,1787471362,captured,upi,buyer_43@example.com,+919876000043,Network timeout first attempt - Network Timeout Retry
pay_100338,cust_00073,order_200338,999.17,1787698833,captured,wallet,buyer_73@example.com,+919876000073,Merchant Order #200338
pay_100237,cust_00095,order_200237,15000.09,1787561241,captured,wallet,buyer_95@example.com,+919876000095,Merchant Order #200237
pay_100208,cust_00021,order_200208,2499.31,1787677166,captured,netbanking,buyer_21@example.com,+919876000021,Merchant Order #200208
pay_100213,cust_00008,order_200213,199.2,1787673068,captured,upi,buyer_8@example.com,+919876000008,Merchant Order #200213
pay_100296,cust_00054,order_200296,9999.46,1787603651,captured,netbanking,buyer_54@example.com,+919876000054,Merchant Order #200296
pay_100458,cust_00022,order_200429,199.0,1787584997,captured,upi,buyer_22@example.com,+919876000022,UPI retry capture - Failed UPI Retry
pay_100252,cust_00061,order_200252,499.75,1787535369,captured,wallet,buyer_61@example.com,+919876000061,Merchant Order #200252
pay_100489,cust_00024,order_200459,2499.0,1787426710,failed,netbanking,buyer_24@example.com,+919876000024,Gateway Error Attempt A - Gateway Retry with Different IDs
pay_100487,cust_00091,order_200457,299.0,1787686959,failed,card,buyer_91@example.com,+919876000091,Gateway Error Attempt A - Gateway Retry with Different IDs
pay_100304,cust_00084,order_200304,9999.28,1787707552,captured,card,buyer_84@example.com,+919876000084,Merchant Order #200304
pay_100351,cust_00001,order_200351,999.57,1787524611,captured,card,buyer_1@example.com,+919876000001,Merchant Order #200351
pay_100270,cust_00040,order_200270,9999.6,1787413564,captured,wallet,buyer_40@example.com,+919876000040,Merchant Order #200270
pay_100202,cust_00037,order_200202,1499.35,1787408417,captured,upi,buyer_37@example.com,+919876000037,Merchant Order #200202
pay_100162,cust_00021,order_200162,299.44,1787768239,captured,netbanking,buyer_21@example.com,+919876000021,Merchant Order #200162
pay_100044,cust_00011,order_200044,4999.65,1787745367,captured,netbanking,buyer_11@example.com,+919876000011,Merchant Order #200044
pay_100218,cust_00042,order_200218,499.79,1787701009,failed,wallet,buyer_42@example.com,+919876000042,Merchant Order #200218
pay_100402,cust_00049,order_200401,4999.0,1787635204,captured,upi,buyer_49@example.com,+919876000049,Checkout click B - Double-Click Issue
pay_100191,cust_00079,order_200191,199.72,1787539448,refunded,netbanking,buyer_79@example.com,+919876000079,Merchant Order #200191
pay_100310,cust_00061,order_200310,15000.45,1787483255,captured,upi,buyer_61@example.com,+919876000061,Merchant Order #200310
pay_100260,cust_00009,order_200260,2499.24,1787674862,captured,card,buyer_9@example.com,+919876000009,Merchant Order #200260
pay_100106,cust_00058,order_200106,999.74,1787486897,captured,wallet,buyer_58@example.com,+919876000058,Merchant Order #200106
pay_100054,cust_00082,order_200054,1499.16,1787579899,captured,wallet,buyer_82@example.com,+919876000082,Merchant Order #200054
pay_100390,cust_00090,order_200390,999.3,1787623987,failed,card,buyer_90@example.com,+919876000090,Merchant Order #200390
pay_100002,cust_00014,order_200002,15000.09,1787355304,captured,wallet,buyer_14@example.com,+919876000014,Merchant Order #200002
pay_100442,cust_00057,order_200421,1499.0,1787700725,captured,upi,buyer_57@example.com,+919876000057,UPI retry capture - Failed UPI Retry
pay_100483,cust_00051,order_200453,199.0,1787535790,failed,upi,buyer_51@example.com,+919876000051,Gateway Error Attempt A - Gateway Retry with Different IDs
pay_100050,cust_00085,order_200050,299.93,1787455823,failed,upi,buyer_85@example.com,+919876000085,Merchant Order #200050
pay_100420,cust_00093,order_200410,15000.0,1787588661,captured,upi,buyer_93@example.com,+919876000093,Checkout click B - Double-Click Issue
pay_100081,cust_00065,order_200081,4999.82,1787729167,captured,wallet,buyer_65@example.com,+919876000065,Merchant Order #200081
pay_100206,cust_00044,order_200206,2499.01,1787586224,captured,upi,buyer_44@example.com,+919876000044,Merchant Order #200206
pay_100035,cust_00087,order_200035,299.06,1787687429,captured,netbanking,buyer_87@example.com,+919876000087,Merchant Order #200035
pay_100264,cust_00006,order_200264,2499.92,1787768875,captured,wallet,buyer_6@example.com,+919876000006,Merchant Order #200264
pay_100428,cust_00077,order_200414,999.0,1787387810,captured,wallet,buyer_77@example.com,+919876000077,User retry second attempt - Network Timeout Retry
pay_100367,cust_00039,order_200367,4999.18,1787445672,captured,wallet,buyer_39@example.com,+919876000039,Merchant Order #200367
pay_100092,cust_00060,order_200092,499.05,1787482990,captured,wallet,buyer_60@example.com,+919876000060,Merchant Order #200092
pay_100340,cust_00032,order_200340,199.26,1787534563,captured,upi,buyer_32@example.com,+919876000032,Merchant Order #200340
pay_100474,cust_00057,order_200444,9999.0,1787370599,captured,netbanking,buyer_57@example.com,+919876000057,Tab 2 Checkout - Multiple Browser Tabs Checkout
pay_100053,cust_00012,order_200053,4999.82,1787343105,captured,card,buyer_12@example.com,+919876000012,Merchant Order #200053
pay_100346,cust_00077,order_200346,299.52,1787375314,captured,netbanking,buyer_77@example.com,+919876000077,Merchant Order #200346
pay_100265,cust_00033,order_200265,199.75,1787465173,failed,upi,buyer_33@example.com,+919876000033,Merchant Order #200265
pay_100242,cust_00099,order_200242,499.71,1787519064,captured,card,buyer_99@example.com,+919876000099,Merchant Order #200242
pay_100014,cust_00009,order_200014,999.9,1787433428,captured,netbanking,buyer_9@example.com,+919876000009,Merchant Order #200014
pay_100316,cust_00080,order_200316,4999.15,1787355212,failed,upi,buyer_80@example.com,+919876000080,Merchant Order #200316
pay_100089,cust_00078,order_200089,999.48,1787529855,captured,netbanking,buyer_78@example.com,+919876000078,Merchant Order #200089
pay_100388,cust_00020,order_200388,999.19,1787693746,captured,netbanking,buyer_20@example.com,+919876000020,Merchant Order #200388
pay_100274,cust_00057,order_200274,199.12,1787677892,captured,upi,buyer_57@example.com,+919876000057,Merchant Order #200274
pay_100167,cust_00100,order_200167,999.6,1787436183,captured,netbanking,buyer_100@example.com,+919876000100,Merchant Order #200167
pay_100329,cust_00061,order_200329,299.67,1787343812,captured,upi,buyer_61@example.com,+919876000061,Merchant Order #200329
pay_100493,cust_00051,order_200463,299.0,1787493631,failed,netbanking,buyer_51@example.com,+919876000051,Gateway Error Attempt A - Gateway Retry with Different IDs
pay_100135,cust_00053,order_200135,2499.32,1787712114,captured,card,buyer_53@example.com,+919876000053,Merchant Order #200135
pay_100307,cust_00098,order_200307,15000.28,1787397156,captured,card,buyer_98@example.com,+919876000098,Merchant Order #200307
pay_100481,cust_00052,order_200451,499.0,1787618260,failed,upi,buyer_52@example.com,+919876000052,Gateway Error Attempt A - Gateway Retry with Different IDs
pay_100320,cust_00049,order_200320,2499.95,1787735611,captured,wallet,buyer_49@example.com,+919876000049,Merchant Order #200320
pay_100244,cust_00061,order_200244,999.36,1787541019,captured,wallet,buyer_61@example.com,+919876000061,Merchant Order #200244
pay_100055,cust_00002,order_200055,299.07,1787577268,captured,upi,buyer_2@example.com,+919876000002,Merchant Order #200055
pay_100364,cust_00085,order_200364,15000.22,1787460440,captured,netbanking,buyer_85@example.com,+919876000085,Merchant Order #200364
