payment_id,customer_id,order_id,amount,created_at,status,method,email,phone,vpa,scenario
pay_900167,cust_00180,order_700167,249999,1787530816,captured,wallet,customer_180@razorpay-demo.com,+919870000180,,legitimate
pay_900060,cust_00166,order_700060,14999,1787583735,captured,wallet,customer_166@razorpay-demo.com,+919870000166,,legitimate
pay_900612,cust_00034,order_700612,299999,1787549780,failed,netbanking,customer_34@razorpay-demo.com,+919870000034,,legitimate
pay_900531,cust_00022,order_700531,14999,1787597521,captured,upi,customer_22@razorpay-demo.com,+919870000022,cust22@okaxis,legitimate
pay_901576,cust_00084,order_701138,249999,1787586729,captured,netbanking,customer_84@razorpay-demo.com,+919870000084,,Network Timeout Retry
pay_900050,cust_00004,order_700050,7499,1787551364,captured,upi,customer_4@razorpay-demo.com,+919870000004,cust4@okaxis,legitimate
pay_901848,cust_00107,order_701274,24999,1787523376,captured,upi,customer_107@razorpay-demo.com,+919870000107,cust107@okaxis,Failed UPI Retry
pay_900839,cust_00058,order_700770,99999,1787561939,captured,upi,customer_58@razorpay-demo.com,+919870000058,cust58@okaxis,Double-Click Issue
pay_902169,cust_00018,order_701435,34999,1787684685,captured,upi,customer_18@razorpay-demo.com,+919870000018,cust18@okaxis,Failed UPI Retry
pay_900049,cust_00020,order_700049,34999,1787526368,failed,card,customer_20@razorpay-demo.com,+919870000020,,legitimate
pay_900720,cust_00033,order_700710,9999,1787679394,captured,card,customer_33@razorpay-demo.com,+919870000033,,Double-Click Issue
pay_901076,cust_00181,order_700888,149999,1787645926,captured,netbanking,customer_181@razorpay-demo.com,+919870000181,,Double-Click Issue
pay_901179,cust_00020,order_700940,149999,1787669597,captured,card,customer_20@razorpay-demo.com,+919870000020,,Double-Click Issue
pay_902263,cust_00176,order_701513,249999,1787601411,captured,wallet,customer_176@razorpay-demo.com,+919870000176,,Multiple Browser Tabs Checkout
pay_901065,cust_00190,order_700883,49999,1787643730,captured,upi,customer_190@razorpay-demo.com,+919870000190,cust190@okaxis,Double-Click Issue
pay_900633,cust_00196,order_700633,34999,1787519046,captured,card,customer_196@razorpay-demo.com,+919870000196,,legitimate
pay_902725,cust_00014,order_701975,12499,1787521638,failed,upi,customer_14@razorpay-demo.com,+919870000014,cust14@okaxis,Gateway Retry with Different IDs
pay_902052,cust_00148,order_701376,19999,1787521257,captured,upi,customer_148@razorpay-demo.com,+919870000148,cust148@okaxis,Failed UPI Retry
pay_901212,cust_00058,order_700956,49999,1787576464,captured,wallet,customer_58@razorpay-demo.com,+919870000058,,Network Timeout Retry
pay_900026,cust_00065,order_700026,49999,1787662382,captured,card,customer_65@razorpay-demo.com,+919870000065,,legitimate
pay_901243,cust_00152,order_700972,7499,1787580796,captured,upi,customer_152@razorpay-demo.com,+919870000152,cust152@okaxis,Network Timeout Retry
pay_902644,cust_00137,order_701894,249999,1787663659,captured,upi,customer_137@razorpay-demo.com,+919870000137,cust137@okaxis,Multiple Browser Tabs Checkout
pay_900277,cust_00056,order_700277,199999,1787589998,captured,card,customer_56@razorpay-demo.com,+919870000056,,legitimate
pay_902081,cust_00189,order_701391,74999,1787520158,captured,upi,customer_189@razorpay-demo.com,+919870000189,cust189@okaxis,Failed UPI Retry
pay_900953,cust_00068,order_700827,34999,1787532688,captured,card,customer_68@razorpay-demo.com,+919870000068,,Double-Click Issue
pay_902064,cust_00172,order_701382,7499,1787633748,captured,upi,customer_172@razorpay-demo.com,+919870000172,cust172@okaxis,Failed UPI Retry
pay_900362,cust_00040,order_700362,99999,1787720387,captured,wallet,customer_40@razorpay-demo.com,+919870000040,,legitimate
pay_901104,cust_00158,order_700902,299999,1787681141,captured,upi,customer_158@razorpay-demo.com,+919870000158,cust158@okaxis,Double-Click Issue
pay_901430,cust_00135,order_701065,249999,1787520414,captured,upi,customer_135@razorpay-demo.com,+919870000135,cust135@okaxis,Network Timeout Retry
pay_902367,cust_00047,order_701617,9999,1787543306,captured,upi,customer_47@razorpay-demo.com,+919870000047,cust47@okaxis,Multiple Browser Tabs Checkout
pay_902253,cust_00157,order_701503,149999,1787618477,captured,card,customer_157@razorpay-demo.com,+919870000157,,Multiple Browser Tabs Checkout
pay_902548,cust_00169,order_701798,49999,1787597688,captured,wallet,customer_169@razorpay-demo.com,+919870000169,,Multiple Browser Tabs Checkout
pay_902127,cust_00086,order_701414,14999,1787561594,captured,upi,customer_86@razorpay-demo.com,+919870000086,cust86@okaxis,Failed UPI Retry
pay_902540,cust_00097,order_701790,34999,1787521668,captured,wallet,customer_97@razorpay-demo.com,+919870000097,,Multiple Browser Tabs Checkout
pay_900298,cust_00020,order_700298,99999,1787648283,captured,card,customer_20@razorpay-demo.com,+919870000020,,legitimate
pay_901090,cust_00158,order_700895,249999,1787600211,captured,netbanking,customer_158@razorpay-demo.com,+919870000158,,Double-Click Issue
pay_900241,cust_00032,order_700241,249999,1787535242,captured,wallet,customer_32@razorpay-demo.com,+919870000032,,legitimate
pay_902897,cust_00195,order_702147,4999,1787671395,failed,upi,customer_195@razorpay-demo.com,+919870000195,cust195@okaxis,Gateway Retry with Different IDs
pay_900583,cust_00144,order_700583,49999,1787603814,captured,wallet,customer_144@razorpay-demo.com,+919870000144,,legitimate
pay_901117,cust_00027,order_700909,12499,1787627167,captured,wallet,customer_27@razorpay-demo.com,+919870000027,,Double-Click Issue
pay_900966,cust_00030,order_700833,24999,1787681730,captured,wallet,customer_30@razorpay-demo.com,+919870000030,,Double-Click Issue
pay_902072,cust_00108,order_701386,19999,1787681496,captured,upi,customer_108@razorpay-demo.com,+919870000108,cust108@okaxis,Failed UPI Retry
pay_901544,cust_00050,order_701122,7499,1787614153,captured,card,customer_50@razorpay-demo.com,+919870000050,,Network Timeout Retry
pay_900351,cust_00103,order_700351,149999,1787708683,captured,wallet,customer_103@razorpay-demo.com,+919870000103,,legitimate
pay_902655,cust_00184,order_701905,24999,1787657897,captured,card,customer_184@razorpay-demo.com,+919870000184,,Multiple Browser Tabs Checkout
pay_902387,cust_00079,order_701637,4999,1787622149,captured,wallet,customer_79@razorpay-demo.com,+919870000079,,Multiple Browser Tabs Checkout
pay_900350,cust_00168,order_700350,19999,1787542327,captured,netbanking,customer_168@razorpay-demo.com,+919870000168,,legitimate
pay_901197,cust_00092,order_700949,4999,1787647023,captured,upi,customer_92@razorpay-demo.com,+919870000092,cust92@okaxis,Double-Click Issue
pay_901675,cust_00161,order_701188,14999,1787687549,captured,upi,customer_161@razorpay-demo.com,+919870000161,cust161@okaxis,Network Timeout Retry
pay_901870,cust_00119,order_701285,199999,1787656166,captured,upi,customer_119@razorpay-demo.com,+919870000119,cust119@okaxis,Failed UPI Retry
pay_902444,cust_00136,order_701694,99999,1787604247,captured,card,customer_136@razorpay-demo.com,+919870000136,,Multiple Browser Tabs Checkout
pay_901859,cust_00158,order_701280,4999,1787659218,captured,upi,customer_158@razorpay-demo.com,+919870000158,cust158@okaxis,Failed UPI Retry
pay_900658,cust_00190,order_700658,74999,1787615649,captured,upi,customer_190@razorpay-demo.com,+919870000190,cust190@okaxis,legitimate
pay_901770,cust_00093,order_701235,7499,1787606035,captured,upi,customer_93@razorpay-demo.com,+919870000093,cust93@okaxis,Failed UPI Retry
pay_901794,cust_00117,order_701247,24999,1787591903,captured,upi,customer_117@razorpay-demo.com,+919870000117,cust117@okaxis,Failed UPI Retry
pay_901651,cust_00193,order_701176,14999,1787623103,captured,wallet,customer_193@razorpay-demo.com,+919870000193,,Network Timeout Retry
pay_902383,cust_00145,order_701633,149999,1787573966,captured,wallet,customer_145@razorpay-demo.com,+919870000145,,Multiple Browser Tabs Checkout
pay_901744,cust_00143,order_701222,24999,1787604738,captured,upi,customer_143@razorpay-demo.com,+919870000143,cust143@okaxis,Failed UPI Retry
pay_900859,cust_00196,order_700780,12499,1787654619,captured,card,customer_196@razorpay-demo.com,+919870000196,,Double-Click Issue
pay_902579,cust_00058,order_701829,74999,1787639461,captured,card,customer_58@razorpay-demo.com,+919870000058,,Multiple Browser Tabs Checkout
pay_901570,cust_00027,order_701135,9999,1787610506,captured,upi,customer_27@razorpay-demo.com,+919870000027,cust27@okaxis,Network Timeout Retry
pay_900942,cust_00052,order_700821,19999,1787566479,captured,wallet,customer_52@razorpay-demo.com,+919870000052,,Double-Click Issue
pay_900539,cust_00069,order_700539,14999,1787621956,captured,netbanking,customer_69@razorpay-demo.com,+919870000069,,legitimate
pay_901834,cust_00067,order_701267,49999,1787614935,captured,upi,customer_67@razorpay-demo.com,+919870000067,cust67@okaxis,Failed UPI Retry
pay_901414,cust_00093,order_701057,149999,1787586998,captured,wallet,customer_93@razorpay-demo.com,+919870000093,,Network Timeout Retry
pay_902294,cust_00148,order_701544,49999,1787530404,captured,upi,customer_148@razorpay-demo.com,+919870000148,cust148@okaxis,Multiple Browser Tabs Checkout
pay_901621,cust_00147,order_701161,149999,1787610162,captured,card,customer_147@razorpay-demo.com,+919870000147,,Network Timeout Retry
pay_902399,cust_00171,order_701649,19999,1787541006,captured,wallet,customer_171@razorpay-demo.com,+919870000171,,Multiple Browser Tabs Checkout
pay_900787,cust_00082,order_700744,299999,1787530479,captured,card,customer_82@razorpay-demo.com,+919870000082,,Double-Click Issue
pay_902604,cust_00176,order_701854,74999,1787585582,captured,upi,customer_176@razorpay-demo.com,+919870000176,cust176@okaxis,Multiple Browser Tabs Checkout
pay_901886,cust_00181,order_701293,249999,1787569820,captured,upi,customer_181@razorpay-demo.com,+919870000181,cust181@okaxis,Failed UPI Retry
pay_900789,cust_00102,order_700745,49999,1787663466,captured,netbanking,customer_102@razorpay-demo.com,+919870000102,,Double-Click Issue
pay_901957,cust_00067,order_701329,299999,1787578245,captured,upi,customer_67@razorpay-demo.com,+919870000067,cust67@okaxis,Failed UPI Retry
pay_902775,cust_00024,order_702025,4999,1787683622,failed,netbanking,customer_24@razorpay-demo.com,+919870000024,,Gateway Retry with Different IDs
pay_901860,cust_00158,order_701280,4999,1787659272,captured,upi,customer_158@razorpay-demo.com,+919870000158,cust158@okaxis,Failed UPI Retry
pay_900715,cust_00178,order_700708,299999,1787554016,captured,netbanking,customer_178@razorpay-demo.com,+919870000178,,Double-Click Issue
pay_900804,cust_00037,order_700752,74999,1787522144,captured,wallet,customer_37@razorpay-demo.com,+919870000037,,Double-Click Issue
pay_902375,cust_00137,order_701625,14999,1787674492,captured,card,customer_137@razorpay-demo.com,+919870000137,,Multiple Browser Tabs Checkout
pay_901422,cust_00141,order_701061,4999,1787648689,captured,card,customer_141@razorpay-demo.com,+919870000141,,Network Timeout Retry
pay_900124,cust_00193,order_700124,249999,1787569932,captured,wallet,customer_193@razorpay-demo.com,+919870000193,,legitimate
pay_901916,cust_00006,order_701308,74999,1787646620,captured,upi,customer_6@razorpay-demo.com,+919870000006,cust6@okaxis,Failed UPI Retry
pay_902307,cust_00022,order_701557,49999,1787635219,captured,card,customer_22@razorpay-demo.com,+919870000022,,Multiple Browser Tabs Checkout
pay_901940,cust_00046,order_701320,149999,1787618556,captured,upi,customer_46@razorpay-demo.com,+919870000046,cust46@okaxis,Failed UPI Retry
pay_900619,cust_00059,order_700619,24999,1787673286,captured,card,customer_59@razorpay-demo.com,+919870000059,,legitimate
pay_900407,cust_00131,order_700407,24999,1787525226,captured,card,customer_131@razorpay-demo.com,+919870000131,,legitimate
pay_901451,cust_00060,order_701076,199999,1787610172,captured,card,customer_60@razorpay-demo.com,+919870000060,,Network Timeout Retry
pay_900930,cust_00032,order_700815,49999,1787597418,captured,netbanking,customer_32@razorpay-demo.com,+919870000032,,Double-Click Issue
pay_901475,cust_00108,order_701088,14999,1787687889,captured,wallet,customer_108@razorpay-demo.com,+919870000108,,Network Timeout Retry
pay_900498,cust_00057,order_700498,149999,1787518944,captured,upi,customer_57@razorpay-demo.com,+919870000057,cust57@okaxis,legitimate
pay_901147,cust_00079,order_700924,12499,1787552029,captured,netbanking,customer_79@razorpay-demo.com,+919870000079,,Double-Click Issue
pay_900326,cust_00057,order_700326,249999,1787706521,failed,wallet,customer_57@razorpay-demo.com,+919870000057,,legitimate
pay_900343,cust_00198,order_700343,74999,1787544257,captured,netbanking,customer_198@razorpay-demo.com,+919870000198,,legitimate
pay_902186,cust_00100,order_701443,14999,1787541711,captured,upi,customer_100@razorpay-demo.com,+919870000100,cust100@okaxis,Failed UPI Retry
pay_900783,cust_00011,order_700742,24999,1787686216,captured,card,customer_11@razorpay-demo.com,+919870000011,,Double-Click Issue
pay_902286,cust_00162,order_701536,19999,1787550392,captured,netbanking,customer_162@razorpay-demo.com,+919870000162,,Multiple Browser Tabs Checkout
pay_900300,cust_00167,order_700300,12499,1787646122,captured,netbanking,customer_167@razorpay-demo.com,+919870000167,,legitimate
pay_902808,cust_00169,order_702058,149999,1787567814,captured,wallet,customer_169@razorpay-demo.com,+919870000169,,Gateway Retry with Different IDs
pay_901062,cust_00177,order_700881,199999,1787550695,captured,netbanking,customer_177@razorpay-demo.com,+919870000177,,Double-Click Issue
pay_902133,cust_00151,order_701417,199999,1787549124,captured,upi,customer_151@razorpay-demo.com,+919870000151,cust151@okaxis,Failed UPI Retry
pay_900979,cust_00113,order_700840,4999,1787560648,captured,card,customer_113@razorpay-demo.com,+919870000113,,Double-Click Issue
pay_901972,cust_00137,order_701336,34999,1787584784,captured,upi,customer_137@razorpay-demo.com,+919870000137,cust137@okaxis,Failed UPI Retry
pay_901560,cust_00133,order_701130,7499,1787640783,captured,card,customer_133@razorpay-demo.com,+919870000133,,Network Timeout Retry
pay_900221,cust_00169,order_700221,99999,1787651142,failed,upi,customer_169@razorpay-demo.com,+919870000169,cust169@okaxis,legitimate
pay_901504,cust_00149,order_701102,199999,1787634417,captured,wallet,customer_149@razorpay-demo.com,+919870000149,,Network Timeout Retry
pay_902733,cust_00038,order_701983,7499,1787531611,failed,netbanking,customer_38@razorpay-demo.com,+919870000038,,Gateway Retry with Different IDs
pay_900450,cust_00067,order_700450,99999,1787665079,captured,netbanking,customer_67@razorpay-demo.com,+919870000067,,legitimate
pay_901589,cust_00006,order_701145,199999,1787674263,captured,netbanking,customer_6@razorpay-demo.com,+919870000006,,Network Timeout Retry
pay_901350,cust_00021,order_701025,99999,1787621549,captured,wallet,customer_21@razorpay-demo.com,+919870000021,,Network Timeout Retry
pay_902755,cust_00165,order_702005,14999,1787653361,failed,netbanking,customer_165@razorpay-demo.com,+919870000165,,Gateway Retry with Different IDs
pay_900085,cust_00174,order_700085,249999,1787718316,captured,netbanking,customer_174@razorpay-demo.com,+919870000174,,legitimate
pay_901377,cust_00176,order_701039,12499,1787639998,captured,card,customer_176@razorpay-demo.com,+919870000176,,Network Timeout Retry
pay_902282,cust_00014,order_701532,299999,1787540506,captured,wallet,customer_14@razorpay-demo.com,+919870000014,,Multiple Browser Tabs Checkout
pay_900842,cust_00132,order_700771,4999,1787597366,captured,card,customer_132@razorpay-demo.com,+919870000132,,Double-Click Issue
pay_900622,cust_00018,order_700622,49999,1787647270,captured,card,customer_18@razorpay-demo.com,+919870000018,,legitimate
pay_900267,cust_00058,order_700267,199999,1787697994,failed,wallet,customer_58@razorpay-demo.com,+919870000058,,legitimate
pay_900890,cust_00088,order_700795,24999,1787540193,captured,wallet,customer_88@razorpay-demo.com,+919870000088,,Double-Click Issue
pay_900291,cust_00187,order_700291,249999,1787566475,captured,upi,customer_187@razorpay-demo.com,+919870000187,cust187@okaxis,legitimate
pay_901011,cust_00184,order_700856,34999,1787532278,captured,card,customer_184@razorpay-demo.com,+919870000184,,Double-Click Issue
pay_901653,cust_00178,order_701177,149999,1787580518,captured,card,customer_178@razorpay-demo.com,+919870000178,,Network Timeout Retry
pay_901012,cust_00184,order_700856,34999,1787532281,captured,card,customer_184@razorpay-demo.com,+919870000184,,Double-Click Issue
pay_900417,cust_00108,order_700417,9999,1787664589,captured,wallet,customer_108@razorpay-demo.com,+919870000108,,legitimate
pay_900473,cust_00186,order_700473,199999,1787522400,captured,card,customer_186@razorpay-demo.com,+919870000186,,legitimate
pay_900605,cust_00171,order_700605,149999,1787699064,captured,netbanking,customer_171@razorpay-demo.com,+919870000171,,legitimate
pay_901878,cust_00017,order_701289,9999,1787563937,captured,upi,customer_17@razorpay-demo.com,+919870000017,cust17@okaxis,Failed UPI Retry
pay_902320,cust_00099,order_701570,299999,1787607198,captured,netbanking,customer_99@razorpay-demo.com,+919870000099,,Multiple Browser Tabs Checkout
pay_901511,cust_00180,order_701106,49999,1787537184,captured,card,customer_180@razorpay-demo.com,+919870000180,,Network Timeout Retry
pay_902461,cust_00036,order_701711,249999,1787669186,captured,wallet,customer_36@razorpay-demo.com,+919870000036,,Multiple Browser Tabs Checkout
pay_902809,cust_00093,order_702059,149999,1787654483,failed,wallet,customer_93@razorpay-demo.com,+919870000093,,Gateway Retry with Different IDs
pay_900655,cust_00012,order_700655,24999,1787704871,captured,card,customer_12@razorpay-demo.com,+919870000012,,legitimate
pay_902000,cust_00170,order_701350,9999,1787593782,captured,upi,customer_170@razorpay-demo.com,+919870000170,cust170@okaxis,Failed UPI Retry
pay_901991,cust_00176,order_701346,249999,1787618500,captured,upi,customer_176@razorpay-demo.com,+919870000176,cust176@okaxis,Failed UPI Retry
pay_901188,cust_00198,order_700944,74999,1787538579,captured,netbanking,customer_198@razorpay-demo.com,+919870000198,,Double-Click Issue
pay_900822,cust_00130,order_700761,24999,1787650317,captured,upi,customer_130@razorpay-demo.com,+919870000130,cust130@okaxis,Double-Click Issue
pay_900344,cust_00087,order_700344,249999,1787694804,captured,upi,customer_87@razorpay-demo.com,+919870000087,cust87@okaxis,legitimate
pay_902662,cust_00162,order_701912,34999,1787515983,captured,upi,customer_162@razorpay-demo.com,+919870000162,cust162@okaxis,Multiple Browser Tabs Checkout
pay_902892,cust_00175,order_702142,19999,1787591977,captured,card,customer_175@razorpay-demo.com,+919870000175,,Gateway Retry with Different IDs
pay_901357,cust_00033,order_701029,4999,1787598095,captured,wallet,customer_33@razorpay-demo.com,+919870000033,,Network Timeout Retry
pay_902576,cust_00052,order_701826,34999,1787660670,captured,card,customer_52@razorpay-demo.com,+919870000052,,Multiple Browser Tabs Checkout
pay_900279,cust_00057,order_700279,24999,1787517101,captured,card,customer_57@razorpay-demo.com,+919870000057,,legitimate
pay_902419,cust_00075,order_701669,49999,1787522739,captured,wallet,customer_75@razorpay-demo.com,+919870000075,,Multiple Browser Tabs Checkout
pay_901498,cust_00171,order_701099,12499,1787556244,captured,card,customer_171@razorpay-demo.com,+919870000171,,Network Timeout Retry
pay_901562,cust_00099,order_701131,12499,1787606389,captured,upi,customer_99@razorpay-demo.com,+919870000099,cust99@okaxis,Network Timeout Retry
pay_901346,cust_00068,order_701023,12499,1787550501,captured,upi,customer_68@razorpay-demo.com,+919870000068,cust68@okaxis,Network Timeout Retry
pay_900019,cust_00184,order_700019,19999,1787657016,captured,upi,customer_184@razorpay-demo.com,+919870000184,cust184@okaxis,legitimate
pay_900614,cust_00167,order_700614,9999,1787601051,captured,card,customer_167@razorpay-demo.com,+919870000167,,legitimate
pay_900644,cust_00185,order_700644,14999,1787595765,captured,upi,customer_185@razorpay-demo.com,+919870000185,cust185@okaxis,legitimate
pay_901879,cust_00087,order_701290,24999,1787623702,captured,upi,customer_87@razorpay-demo.com,+919870000087,cust87@okaxis,Failed UPI Retry
pay_902646,cust_00003,order_701896,299999,1787675727,captured,wallet,customer_3@razorpay-demo.com,+919870000003,,Multiple Browser Tabs Checkout
pay_901223,cust_00123,order_700962,12499,1787627287,captured,upi,customer_123@razorpay-demo.com,+919870000123,cust123@okaxis,Network Timeout Retry
pay_901612,cust_00098,order_701156,4999,1787606079,captured,netbanking,customer_98@razorpay-demo.com,+919870000098,,Network Timeout Retry
pay_902217,cust_00010,order_701467,19999,1787573799,captured,card,customer_10@razorpay-demo.com,+919870000010,,Multiple Browser Tabs Checkout
pay_902885,cust_00184,order_702135,199999,1787577760,failed,wallet,customer_184@razorpay-demo.com,+919870000184,,Gateway Retry with Different IDs
pay_901085,cust_00066,order_700893,4999,1787596023,captured,netbanking,customer_66@razorpay-demo.com,+919870000066,,Double-Click Issue
pay_902524,cust_00028,order_701774,7499,1787600011,captured,netbanking,customer_28@razorpay-demo.com,+919870000028,,Multiple Browser Tabs Checkout
pay_901806,cust_00085,order_701253,299999,1787530639,captured,upi,customer_85@razorpay-demo.com,+919870000085,cust85@okaxis,Failed UPI Retry
pay_900904,cust_00096,order_700802,4999,1787646227,captured,netbanking,customer_96@razorpay-demo.com,+919870000096,,Double-Click Issue
pay_901984,cust_00190,order_701342,299999,1787638551,captured,upi,customer_190@razorpay-demo.com,+919870000190,cust190@okaxis,Failed UPI Retry
pay_901766,cust_00183,order_701233,199999,1787543824,captured,upi,customer_183@razorpay-demo.com,+919870000183,cust183@okaxis,Failed UPI Retry
pay_901988,cust_00143,order_701344,7499,1787657538,captured,upi,customer_143@razorpay-demo.com,+919870000143,cust143@okaxis,Failed UPI Retry
pay_900681,cust_00020,order_700681,4999,1787558155,captured,card,customer_20@razorpay-demo.com,+919870000020,,legitimate
pay_902476,cust_00012,order_701726,7499,1787630808,captured,netbanking,customer_12@razorpay-demo.com,+919870000012,,Multiple Browser Tabs Checkout
pay_901423,cust_00196,order_701062,7499,1787560793,captured,card,customer_196@razorpay-demo.com,+919870000196,,Network Timeout Retry
pay_901826,cust_00054,order_701263,74999,1787525598,captured,upi,customer_54@razorpay-demo.com,+919870000054,cust54@okaxis,Failed UPI Retry
pay_901545,cust_00100,order_701123,99999,1787606303,captured,wallet,customer_100@razorpay-demo.com,+919870000100,,Network Timeout Retry
pay_900220,cust_00163,order_700220,12499,1787661838,captured,netbanking,customer_163@razorpay-demo.com,+919870000163,,legitimate
pay_900602,cust_00197,order_700602,7499,1787626813,captured,wallet,customer_197@razorpay-demo.com,+919870000197,,legitimate
pay_900361,cust_00094,order_700361,19999,1787720526,captured,wallet,customer_94@razorpay-demo.com,+919870000094,,legitimate
pay_901573,cust_00114,order_701137,299999,1787671390,captured,netbanking,customer_114@razorpay-demo.com,+919870000114,,Network Timeout Retry
pay_900304,cust_00100,order_700304,24999,1787662083,captured,netbanking,customer_100@razorpay-demo.com,+919870000100,,legitimate
pay_900053,cust_00074,order_700053,24999,1787548877,captured,wallet,customer_74@razorpay-demo.com,+919870000074,,legitimate
pay_902884,cust_00088,order_702134,14999,1787530202,captured,upi,customer_88@razorpay-demo.com,+919870000088,cust88@okaxis,Gateway Retry with Different IDs
pay_901033,cust_00188,order_700867,249999,1787533335,captured,upi,customer_188@razorpay-demo.com,+919870000188,cust188@okaxis,Double-Click Issue
pay_901692,cust_00149,order_701196,49999,1787664520,captured,upi,customer_149@razorpay-demo.com,+919870000149,cust149@okaxis,Network Timeout Retry
pay_902716,cust_00128,order_701966,249999,1787644702,captured,netbanking,customer_128@razorpay-demo.com,+919870000128,,Gateway Retry with Different IDs
pay_901150,cust_00132,order_700925,9999,1787547238,captured,upi,customer_132@razorpay-demo.com,+919870000132,cust132@okaxis,Double-Click Issue
pay_901464,cust_00018,order_701082,9999,1787565518,captured,upi,customer_18@razorpay-demo.com,+919870000018,cust18@okaxis,Network Timeout Retry
pay_900345,cust_00179,order_700345,34999,1787690724,captured,upi,customer_179@razorpay-demo.com,+919870000179,cust179@okaxis,legitimate
pay_900840,cust_00058,order_700770,99999,1787561941,captured,upi,customer_58@razorpay-demo.com,+919870000058,cust58@okaxis,Double-Click Issue
pay_901162,cust_00018,order_700931,299999,1787570356,captured,upi,customer_18@razorpay-demo.com,+919870000018,cust18@okaxis,Double-Click Issue
pay_902235,cust_00084,order_701485,7499,1787571012,captured,upi,customer_84@razorpay-demo.com,+919870000084,cust84@okaxis,Multiple Browser Tabs Checkout
pay_901601,cust_00125,order_701151,249999,1787618297,captured,card,customer_125@razorpay-demo.com,+919870000125,,Network Timeout Retry
pay_902361,cust_00044,order_701611,199999,1787554629,captured,netbanking,customer_44@razorpay-demo.com,+919870000044,,Multiple Browser Tabs Checkout
pay_900648,cust_00128,order_700648,249999,1787594861,captured,upi,customer_128@razorpay-demo.com,+919870000128,cust128@okaxis,legitimate
pay_902547,cust_00169,order_701797,49999,1787597678,captured,wallet,customer_169@razorpay-demo.com,+919870000169,,Multiple Browser Tabs Checkout
pay_901971,cust_00137,order_701336,34999,1787584702,captured,upi,customer_137@razorpay-demo.com,+919870000137,cust137@okaxis,Failed UPI Retry
pay_901751,cust_00177,order_701226,49999,1787671596,captured,upi,customer_177@razorpay-demo.com,+919870000177,cust177@okaxis,Failed UPI Retry
pay_902152,cust_00097,order_701426,99999,1787647547,captured,upi,customer_97@razorpay-demo.com,+919870000097,cust97@okaxis,Failed UPI Retry
pay_900962,cust_00085,order_700831,19999,1787680482,captured,wallet,customer_85@razorpay-demo.com,+919870000085,,Double-Click Issue
pay_901394,cust_00093,order_701047,19999,1787574936,captured,netbanking,customer_93@razorpay-demo.com,+919870000093,,Network Timeout Retry
pay_901270,cust_00134,order_700985,4999,1787628583,captured,wallet,customer_134@razorpay-demo.com,+919870000134,,Network Timeout Retry
pay_902100,cust_00040,order_701400,249999,1787601223,captured,upi,customer_40@razorpay-demo.com,+919870000040,cust40@okaxis,Failed UPI Retry
pay_900193,cust_00077,order_700193,249999,1787702337,captured,wallet,customer_77@razorpay-demo.com,+919870000077,,legitimate
pay_900802,cust_00156,order_700751,34999,1787545199,captured,card,customer_156@razorpay-demo.com,+919870000156,,Double-Click Issue
pay_900175,cust_00069,order_700175,74999,1787680272,captured,card,customer_69@razorpay-demo.com,+919870000069,,legitimate
pay_900086,cust_00067,order_700086,9999,1787523704,captured,netbanking,customer_67@razorpay-demo.com,+919870000067,,legitimate
pay_900963,cust_00188,order_700832,7499,1787656267,captured,netbanking,customer_188@razorpay-demo.com,+919870000188,,Double-Click Issue
pay_901933,cust_00139,order_701317,34999,1787524206,captured,upi,customer_139@razorpay-demo.com,+919870000139,cust139@okaxis,Failed UPI Retry
pay_902296,cust_00056,order_701546,74999,1787660086,captured,wallet,customer_56@razorpay-demo.com,+919870000056,,Multiple Browser Tabs Checkout
pay_900352,cust_00048,order_700352,34999,1787594788,captured,wallet,customer_48@razorpay-demo.com,+919870000048,,legitimate
pay_900669,cust_00101,order_700669,149999,1787584141,captured,netbanking,customer_101@razorpay-demo.com,+919870000101,,legitimate
pay_902425,cust_00164,order_701675,249999,1787536899,captured,wallet,customer_164@razorpay-demo.com,+919870000164,,Multiple Browser Tabs Checkout
pay_900129,cust_00180,order_700129,14999,1787551683,captured,netbanking,customer_180@razorpay-demo.com,+919870000180,,legitimate
pay_900341,cust_00163,order_700341,24999,1787570229,captured,netbanking,customer_163@razorpay-demo.com,+919870000163,,legitimate
pay_900008,cust_00092,order_700008,249999,1787645846,captured,netbanking,customer_92@razorpay-demo.com,+919870000092,,legitimate
pay_902744,cust_00007,order_701994,14999,1787583600,captured,card,customer_7@razorpay-demo.com,+919870000007,,Gateway Retry with Different IDs
pay_900892,cust_00047,order_700796,199999,1787599698,captured,card,customer_47@razorpay-demo.com,+919870000047,,Double-Click Issue
pay_902472,cust_00194,order_701722,24999,1787549376,captured,card,customer_194@razorpay-demo.com,+919870000194,,Multiple Browser Tabs Checkout
pay_900946,cust_00085,order_700823,12499,1787517645,captured,card,customer_85@razorpay-demo.com,+919870000085,,Double-Click Issue
pay_901337,cust_00103,order_701019,99999,1787528579,captured,netbanking,customer_103@razorpay-demo.com,+919870000103,,Network Timeout Retry
pay_900308,cust_00037,order_700308,299999,1787582451,captured,netbanking,customer_37@razorpay-demo.com,+919870000037,,legitimate
pay_900813,cust_00114,order_700757,199999,1787561997,captured,netbanking,customer_114@razorpay-demo.com,+919870000114,,Double-Click Issue
pay_900638,cust_00053,order_700638,199999,1787631301,captured,upi,customer_53@razorpay-demo.com,+919870000053,cust53@okaxis,legitimate
